Floor,Location,ComputerName,SerialNumber,WindowsEdition,MACAddress,CitrixVersion,CiscoExt,PCModel,CPU,RAM,IPAddress,DisplayVersion,OSVersion,CitrixName,RecordedDateTime,Updateby
11,24F,T-Mob1001415,8CC9220JH8,Windows 10 10.0.19045,80-E8-2C-11-A6-51,23.11.1.140,10205,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,24G,T-MOB1000918,8CC0250FDC,Windows 10 10.0.19045,BC-E9-2F-84-AE-A8,23.11.1.140,10336,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,25A,T-MOB1000505,80TSNJ3,Windows 10 10.0.19045,C0-25-A5-91-47-E1,23.11.1.140,11973,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,25B,T-MOB1000616,8CC0250FGW,Windows 10 10.0.19045,BC-E9-2F-85-D5-14,23.11.1.140,11911,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,25C,T-Mob1000835,C08BZR3,Windows 10 10.0.19045,00-BE-43-F6-F5-BF,23.11.1.140,10146,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,25D,T-MOB100139,4CE1290XQ4,Windows 10 10.0.19045,00-68-EB-CC-AE-F6,23.11.1.140,11494,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,25E,T-MOB1000449,92TSNJ3,Windows 10 10.0.19045,C0-25-A5-91-49-84,23.11.1.140,11290,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,25F,T-MOB1000381,7L4JMJ3,Windows 10 10.0.19045,C0-25-A5-8A-6A-46,23.11.1.140,10269,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,25G,T-MOB1001315,4CE1290XP1,Windows 10 10.0.19045,00-68-EB-CC-A9-E8,23.11.1.140,11970,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,26A,T-MOB1000076,4M4JMJ3,Windows 10 10.0.19045,C025.A58A.683B,23.11.1.140,11059,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,26B,T-MOB1001259,8CC9220JHD,Windows 10 10.0.19045,80E8.2C11.A38B,23.11.1.140,10126,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,26C,T-MOB1000393,DN4JMJ3,Windows 10 10.0.19045,C025.A591.4850,23.11.1.140,10742,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,26D,T-MOB1001173,8CC91752GW,Windows 10 10.0.19045,C465.16B1.4A96,23.11.1.140,10383,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,26E,T-MOB1001260,244JMJ3,Windows 10 10.0.19045,C025.A591.49BB,23.11.1.140,10304,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,26F,na,na,na,na,na,na,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,26G,T-MOB1000568,9Z4JMJ3,Windows 10 10.0.19045,C025.A58A.5DF9,23.11.1.140,11029,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,27A,T-MOB1000045,4CE1290Y02,Windows 10 10.0.19045,0068.EBCC.ADC9,23.11.1.140,11092,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,27B,T-MOB1000425,394JMJ3,Windows 10 10.0.19045,C025.A591.41C4,23.11.1.140,11454,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,27C,T-MOB1000433,CK4JMJ3,Windows 10 10.0.19045,C025.A591.4D0F,23.11.1.140,11101,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,27D,T-MOB1001172,8CC0250FHX,Windows 10 10.0.19045,BCE9.2F85.D55D,23.11.1.140,10756,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,27E,T-MOB1000457,HC4JMJ3,Windows 10 10.0.19045,C025.A591.46DA,23.11.1.140,10251,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,27F,T-MOB1000556,H85JMJ3,Windows 10 10.0.19045,C025.A588.FA73,23.11.1.140,11890,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,27G,T-MOB1000034,4CE1290Y1R,Windows 10 10.0.19045,0068.EBCC.A96B,23.11.1.140,10160,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,28A,T-MOB1000373,DL4JMJ3,Windows 10 10.0.19045,C025.A58A.66D2,23.11.1.140,10080,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,28B,T-MOB1001299,8CC046064R,Windows 10 10.0.19045,F80D.AC2B.48EC,23.11.1.140,11869,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,28C,T-MOB1000046,4CE1290XRM,Windows 10 10.0.19045,0068.EBCC.A9A7,23.11.1.140,11443,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,28D,T-MOB1000132,345JMJ3,Windows 10 10.0.19045,C025.A591.472B,23.11.1.140,11759,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,28E,T-MOB1000496,7N4JMJ3,Windows 10 10.0.19045,C025.A591.47A5,23.11.1.140,11985,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,28F,T-MOB1000450,5H4JMJ3,Windows 10 10.0.19045,C025.A58A.6562,23.11.1.140,11062,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,28G,T-MOB1000566,FT3JMJ3,Windows 10 10.0.19045,C025.A591.4881,23.11.1.140,10113,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,29A,T-MOB1000045,8CC0250FDV,Windows 10 10.0.19045,BCE9.2F86.716E,23.11.1.140,11945,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,29B,T-MOB1000425,4CE1290XZX,Windows 10 10.0.19045,0068.EBCC.AB86,23.11.1.140,10346,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,29C,T-MOB1000433,8CC91752F8,Windows 10 10.0.19045,C465.16B1.4A99,23.11.1.140,10298,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,29D,T-MOB1000490,B54JMJ3,Windows 10 10.0.19045,C025.A591.4787,23.11.1.140,11943,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,29E,T-MOB1000533,245JMJ3,Windows 10 10.0.19045,C025.A591.46A6,23.11.1.140,10189,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,29F,T-MOB1000529,5R4JMJ3,Windows 10 10.0.19045,C025.A591.42FF,23.11.1.140,10839,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,29G,T-MOB1000365,8X4JMJ3,Windows 10 10.0.19045,C025.A58A.6D67,23.11.1.140,10259,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,30A,T-MOB1000208,955JMJ3,Windows 10  10.0.19045,C0-25-A5-8A-64-07,23.11.1.140,11092,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,30B,T-MOB1000020,4CE1290XY9,Windows 10  10.0.19045,00-68-EB-CC-A4-0F,23.11.1.140,11454,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,30C,T-Mob100134,4CE1290XPF,Windows 10  10.0.19045,00-68-EB-CC-AD-7B,23.11.1.140,11101,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,30D,T-Mob1000057,4CE1290XY4,Windows 10  10.0.19045,00-68-EB-CC-AE-5C,23.11.1.140,11460,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,30E,T-Mob1000030,4CE1290XXF,Windows 10  10.0.19045,00-68-EB-CC-9C-51,23.11.1.140,"	11462",na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,30F,T-MOB1001208,8CC1112GM1,Windows 10  10.0.19045,6C02.E09B.508B,23.11.1.140,10112,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,30G,T-Mob1000021,4CE1290XZF,Windows 10  10.0.19045,00-68-EB-CC-AE-86,23.11.1.140,11067,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,31A,T-MOB1000216X,894JMJ3,Windows 10  10.0.19045,C0-25-A5-91-4D-45,23.11.1.140,11972,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,31B,T-Mob1000974x,8CC1112GRV,Windows 10  10.0.19045,6C-02-E0-9B-45-F6,23.11.1.140,10123,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,31C,T-MOB1000081,6G4JMJ3,Windows 10  10.0.19045,C0-25-A5-8A-67-B8,23.11.1.140,11714,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,31D,T-MOB1000973X,8CC1112GNP,Windows 10  10.0.19045,6C-02-E0-9B-52-CA,23.11.1.140,10886,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,31E,T-MOB100135,4CE1290XRP,Windows 10  10.0.19045,00-68-EB-CC-A9-B5,23.11.1.140,11045,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,31F,T-MOB1000975,8CC1112GQN,Windows 10  10.0.19045,6C-02-E0-9B-45-91,23.11.1.140,10340,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,31G,T-MOB100084,4CE1290XYK,Windows 10  10.0.19045,00-68-EB-CC-AA-75,23.11.1.140,11225,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,32A,T-Mob1001004,8CC91752H0,Windows 10  10.0.19045,C4-65-16-B1-4A-95,23.11.1.140,10019,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,32B,T-MOB1001148,8CC0250FJ9,Windows 10  10.0.19045,BC-E9-2F-85-D5-CD,23.11.1.140,10169,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,32C,T-Mob1000215,8K4JMJ3,Windows 10  10.0.19045,C0-25-A5-91-4C-67,23.11.1.140,10192,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,32D,T-MOB1001223,8CC91752FW,Windows 10  10.0.19045,C4-65-16-B1-4B-61,23.11.1.140,10192,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,32E,T-Mob100150,4CE1290XP6,Windows 10  10.0.19045,00-68-EB-CC-AE-D5,23.11.1.140,10032,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,32F,T-Mob1001146,8CC91752HD,Windows 10  10.0.19045,C4-65-16-B1-48-07,23.11.1.140,11091,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,32G,T-Mob100142,4CE1290XXG,Windows 10  10.0.19045,00-68-EB-CC-98-05,23.11.1.140,10010,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,33A,T-Mob1000115,HB4JMJ3,Windows 10  10.0.19045,C0-25-A5-91-49-50,23.11.1.140,11585,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,33B,SPR300091,6CR4160W15,Windows 10  10.0.19045,A0-D3-C1-1D-8A-13,23.11.1.140,11160,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,33C,T-Mob1001322,4CE1290XWY,Windows 10  10.0.19045,00-68-EB-CC-9D-DE,23.11.1.140,11087,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,33D,T-Mob1001139,8CC1112GQ9,Windows 10  10.0.19045,6C-02-E0-9B-45-A1,23.11.1.140,10883,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,33E,T-Mob100146,4CE1290XP0,Windows 10  10.0.19045,00-68-EB-CC-96-E2,23.11.1.140,11118,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,33F,T-Mob100091,4CE1290Y1B,Windows 10  10.0.19045,00-68-EB-CC-B0-D7,23.11.1.140,11089,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,33G,T-Mob1001147,8CC0250FJP,Windows 10  10.0.19045,BC-E9-2F-85-D1-63,23.11.1.140,10246,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,34A,T-Mob1001324,8CC0250FC3,Windows 10  10.0.19045,BC-E9-2F-84-AD-F2,23.11.1.140,10279,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,34B,T-Mob1000093,6F4JMJ3,Windows 10  10.0.19045,C0-25-A5-88-FA-92,23.11.1.140,11736,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,34C,T-Mob1001002,8CC0250FK1,Windows 10  10.0.19045,BC-E9-2F-85-D3-B5,23.11.1.140,10093,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,34D,T-Mob100071,4CE1290XQK,Windows 10  10.0.19045,00-68-EB-CC-AF-22,23.11.1.140,11119,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,34E,T-Mob1000186,51TSNJ3,Windows 10  10.0.19045,C0-25-A5-91-44-26,23.11.1.140,10266,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,34F,T-Mob1000934,8CC91752GH,Windows 10  10.0.19045,C4-65-16-B1-4A-88,23.11.1.140,na,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,34G,T-Mob100102,4CE1290XSR,Windows 10  10.0.19045,00-68-EB-CC-B1-26,23.11.1.140,11037,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,35A,T-Mob1000997,8CC9220JHM,Windows 10  10.0.19045,80-E8-2C-11-A3-89,23.11.1.140,10363,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,35B,T-Mob1000936,4CE1290XS8,Windows 10  10.0.19045,00-68-EB-CC-AA-16,23.11.1.140,11283,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,35C,T-Mob1001008,8CC91752GG,Windows 10  10.0.19045,C4-65-16-B1-4A-89,23.11.1.140,11203,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,35D,T-Mob1000163,845JMJ3,Windows 10  10.0.19045,C0-25-A5-8A-64-19,23.11.1.140,10373,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,35E,T-Mob1001168,8CC0250FJZ,Windows 10  10.0.19045,BC-E9-2F-85-D3-B7,23.11.1.140,10328,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,35F,T-Mob1000376,90TSNJ3,Windows 10  10.0.19045,C0-25-A5-91-47-A4,23.11.1.140,11643,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,35G,T-Mob1000998x,8CC0250F9N,Windows 10  10.0.19045,BC-E9-2F-84-AC-AB,23.11.1.140,10181,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,36A,T-MOB1000947,4CE1290XS5,Windows 10  10.0.19045,0068.EBCC.AB80,23.11.1.140,11291,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,36B,T-MOB1000761,8CC9325F55,Windows 10  10.0.19045,F8B4.6AAC.90DD,23.11.1.140,10187,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,36C,T-MOB1001369,4CE1290XWJ,Windows 10  10.0.19045,0068.EBCC.9A6D,23.11.1.140,11035,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,36D,T-MOB1000062,8CC046065Z,Windows 10  10.0.19045,F80D.AC1C.F080,23.11.1.140,10002,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,36E,T-MOB100069,4CE1290Y1Q,Windows 10  10.0.19045,00-68-EB-CC-9A6D,23.11.1.140,11113,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,36F,T-MOB1000165,1H4JMJ3,Windows 10  10.0.19045,C025.A58A.67CF,23.11.1.140,10103,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
11,36G,T-MOB1001012,8CC0250FK4,Windows 10  10.0.19045,BCE9.2F85.D164,23.11.1.140,10767,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,3/12/2024 0:00,mlanoc
