id,Floor,Location,CiscoExt,Updateby,ComputerName,SerialNumber,PCModel,CPU,RAM,IPAddress,MACAddress,WindowsEdition,DisplayVersion,OSVersion,CitrixName,CitrixVersion,RecordedDateTime
79,11,30G,11067,405128,T-MOB1000021,4CE1290XZF,HP EliteDesk 800 G6 Small Form Factor PC,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,16 GB,10.16.80.144,0068.EBCC.AE86,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-11 17:59:00
80,11,28B,11869,JVERANA,T-MOB1001299,8CC046064R,HP EliteDesk 800 G5 Desktop Mini,Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz,16 GB,10.16.80.95,F80D.AC2B.48EC,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-11 18:00:07
81,11,28C,11443,JVERANA,T-MOB1000046,4CE1290XRM,HP EliteDesk 800 G6 Small Form Factor PC,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,16 GB,10.16.80.101,0068.EBCC.A9A7,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-11 18:02:30
82,11,28D,11759,JVERANA,T-MOB1000132,345JMJ3,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,16 GB,10.16.83.6,C025.A591.472B,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-11 18:05:33
83,11,28E,11985,JVERANA,T-MOB1000496,7N4JMJ3,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,16 GB,10.16.80.78,C025.A591.47A5,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-11 18:06:49
84,11,28F,11062,JVERANA,T-MOB1000450,5H4JMJ3,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,16 GB,10.16.80.85,C025.A58A.6562,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-11 18:11:17
85,11,28G,10113,JVERANA,T-MOB1000566,FT3JMJ3,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,16 GB,10.16.80.75,C025.A591.4881,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-11 18:16:37
86,11,30F,10112,JVERANA,T-MOB1001208,8CC1112GM1,HP EliteDesk 800 G6 Desktop Mini PC,Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz,16 GB,10.16.81.169,6C02.E09B.508B,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2309,23.9.1.104,2024-03-11 18:36:26
87,11,30F,10112,JVERANA,T-MOB1001208,8CC1112GM1,HP EliteDesk 800 G6 Desktop Mini PC,Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz,16 GB,10.16.81.169,6C02.E09B.508B,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-11 18:44:20
88,11,74B,10891,BHEN,T-MOB1001335,8CC1112GNQ,HP EliteDesk 800 G6 Desktop Mini PC,Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz,16 GB,10.16.109.211,6C02.E09B.5178,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 13:31:53
89,11,74C,11050,BHEN,T-MOB100117,4CE1290XPS,HP EliteDesk 800 G6 Small Form Factor PC,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,16 GB,10.16.109.47,0068.EBCC.A9BB,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 13:32:59
90,11,74D,10848,BHEN,T-MOB1001334,8CC1112GNZ,HP EliteDesk 800 G6 Desktop Mini PC,Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz,16 GB,10.16.109.207,6C02.E09B.53ED,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 13:33:51
91,11,74F,10837,BHEN,T-MOB1000912,8CC9220JH5,HP EliteDesk 800 G4 DM 65W,Intel(R) Core(TM) i5-8600 CPU @ 3.10GHz,8 GB,10.16.109.190,80E8.2C11.A6EA,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 13:35:00
92,11,74A,11723,BHEN,T-MOB1000116,DR4JMJ3,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,16 GB,10.16.109.208,C025.A591.42FA,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 13:36:58
93,11,74E,10377,BHEN,T-MOB1000210,JK4JMJ3,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,16 GB,10.16.109.206,C025.A591.4C6B,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 13:38:22
94,11,74G,11229,BHEN,T-MOB100086,4CE1290XQJ,HP EliteDesk 800 G6 Small Form Factor PC,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,16 GB,10.16.109.209,0068.EBCC.ADF1,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 13:39:34
95,11,56A,10899,BHEN,T-MOB1001201,8CC1112GLZ,HP EliteDesk 800 G6 Desktop Mini PC,Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz,16 GB,10.16.109.217,6C02.E09B.4F1D,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 13:47:18
96,11,56B,10000,BHEN,T-MOB1000211,DF4JMJ3,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,16 GB,10.16.109.166,C025.A58A.6A01,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 13:49:00
97,11,56C,10900,BHEN,T-MOB1001328,8CC1112GPQ,HP EliteDesk 800 G6 Desktop Mini PC,Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz,16 GB,10.16.111.208,6C02.E09B.52CC,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 13:50:10
98,11,56D,11057,NOC,T-MOB100120,4CE1290XNJ,HP EliteDesk 800 G6 Small Form Factor PC,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,16 GB,10.16.109.174,0068.EBCC.AD3E,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 13:51:10
99,11,56E	,11228,BHEN,T-MOB100087,4CE1290Y1S,HP EliteDesk 800 G6 Small Form Factor PC,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,16 GB,10.16.109.170,0068.EBCC.AE42,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 13:52:32
100,11,56F,10305,BHEN,T-MOB1001327,8CC1112GN5,HP EliteDesk 800 G6 Desktop Mini PC,Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz,16 GB,10.16.109.171,6C02.E09B.5202,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 13:54:24
101,11,56G,11055,BHEN,T-MOB100123,4CE1290Y0K,HP EliteDesk 800 G6 Small Form Factor PC,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,16 GB,10.16.109.165,0068.EBCC.A996,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 13:56:17
102,11,33A,11585,JP.ERMITA,T-MOB1000115,HB4JMJ3,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,16 GB,10.16.109.134,C025.A591.4950,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:40:51
103,11,11,10279,JVERANA,T-MOB1001324,8CC0250FC3,HP EliteDesk 800 G5 Desktop Mini,Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz,16 GB,10.16.109.146,BCE9.2F84.ADF2,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:42:21
104,11,31E,11045,405128,T-MOB100135,4CE1290XRP,HP EliteDesk 800 G6 Small Form Factor PC,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,16 GB,10.16.109.128,0068.EBCC.A9B5,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:43:33
105,11,31F,10340,405128,T-MOB1000975,8CC1112GQN,HP EliteDesk 800 G6 Desktop Mini PC,Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz,16 GB,10.16.110.80,6C02.E09B.4591,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:43:52
106,11,31B,10123,405128,T-MOB1000974X,8CC1112GRV,HP EliteDesk 800 G6 Desktop Mini PC,Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz,16 GB,10.16.108.84,6C02.E09B.45F6,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:44:30
107,11,31D,10886,405128,T-MOB1000973X,8CC1112GNP,HP EliteDesk 800 G6 Desktop Mini PC,Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz,16 GB,10.16.110.4,6C02.E09B.52CA,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:45:03
108,11,31G,11225,405128,T-MOB100084,4CE1290XYK,HP EliteDesk 800 G6 Small Form Factor PC,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,16 GB,10.16.111.126,0068.EBCC.AA75,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:45:27
109,11,32G,11056,405128,T-MOB100142,4CE1290XXG,HP EliteDesk 800 G6 Small Form Factor PC,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,16 GB,10.16.111.132,0068.EBCC.9805,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:46:29
110,11,34B,11736,JVERANA,T-MOB1000093,6F4JMJ3,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,16 GB,10.16.109.137,C025.A588.FA92,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:46:54
111,11,32F,10010,405128,T-MOB1001146,8CC91752HD,HP EliteDesk 800 G4 DM 65W,Intel(R) Core(TM) i5-8600 CPU @ 3.10GHz,8 GB,10.16.111.131,C465.16B1.4807,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:47:37
112,11,32E,11091,405128,T-MOB100150,4CE1290XP6,HP EliteDesk 800 G6 Small Form Factor PC,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,16 GB,10.16.111.133,0068.EBCC.AED5,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:48:26
113,11,33C,11087,JP.ERMITA,T-MOB1001322,4CE1290XWY,HP EliteDesk 800 G6 Small Form Factor PC,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,16 GB,10.16.111.150,0068.EBCC.9DDE,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:48:29
114,11,32B,10169,405128,T-MOB1001148X,8CC0250FJ9,HP EliteDesk 800 G5 Desktop Mini,Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz,16 GB,10.16.111.130,BCE9.2F85.D5CD,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:49:03
115,11,32C,10192,405128,T-MOB1000215,8K4JMJ3,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,16 GB,10.16.109.122,C025.A591.4C67,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:50:24
116,11,32A,10019,405128,T-MOB1001004,8CC91752H0,HP EliteDesk 800 G4 DM 65W,Intel(R) Core(TM) i5-8600 CPU @ 3.10GHz,8 GB,10.16.111.129,C465.16B1.4A95,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:51:24
117,11,32D,10032,405128,T-MOB1001223X,8CC91752FW,HP EliteDesk 800 G4 DM 65W,Intel(R) Core(TM) i5-8600 CPU @ 3.10GHz,8 GB,10.16.111.134,C465.16B1.4B61,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:52:25
118,11,33D,10883,JP.ERMITA,T-MOB1001139,8CC1112GQ9,HP EliteDesk 800 G6 Desktop Mini PC,Intel(R) Core(TM) i5-10600 CPU @ 3.30GHz,16 GB,10.16.109.130,6C02.E09B.45A1,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:53:41
119,11,34D,11119,JVERANA,T-MOB100071,4CE1290XQK,HP EliteDesk 800 G6 Small Form Factor PC,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,16 GB,10.16.111.151,0068.EBCC.AF22,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:53:47
120,11,31A,11972,405128,T-MOB1000216X,894JMJ3,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,16 GB,10.16.80.146,C025.A591.4D45,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:54:09
121,11,34C,10093,JVERANA,T-MOB1001002,8CC0250FK1,HP EliteDesk 800 G5 Desktop Mini,Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz,16 GB,10.16.109.44,BCE9.2F85.D3B5,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:54:42
122,11,32C,10192,405128,T-MOB1000215,8K4JMJ3,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,16 GB,10.16.109.122,C025.A591.4C67,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:54:55
123,11,33F,11118,JP.ERMITA,T-MOB100091,4CE1290Y1B,HP EliteDesk 800 G6 Small Form Factor PC,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,16 GB,10.16.111.142,0068.EBCC.B0D7,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:55:37
124,11,33E,11089,JP.ERMITA,T-MOB100146,4CE1290XP0,HP EliteDesk 800 G6 Small Form Factor PC,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,16 GB,10.16.109.136,0068.EBCC.96E2,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:56:21
125,11,34E,10266,JVERANA,T-MOB1000186,51TSNJ3,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,16 GB,10.16.109.135,C025.A591.4426,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:57:37
126,11,34G,11037,JVERANA,T-MOB100102,4CE1290XSR,HP EliteDesk 800 G6 Small Form Factor PC,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,16 GB,10.16.111.162,0068.EBCC.B126,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:58:54
127,11,33G,10246,405128,T-MOB1001147,8CC0250FJP,HP EliteDesk 800 G5 Desktop Mini,Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz,16 GB,10.16.109.131,BCE9.2F85.D163,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 17:59:52
128,11,31C,11714,405128,T-MOB1000081,6G4JMJ3,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,16 GB,10.16.108.93,C025.A58A.67B8,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 18:03:09
129,11,35C,11203,405128,T-MOB1001008,8CC91752GG,HP EliteDesk 800 G4 DM 65W,Intel(R) Core(TM) i5-8600 CPU @ 3.10GHz,8 GB,10.16.109.160,C465.16B1.4A89,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 18:06:14
130,11,35A,10363,405128,T-MOB1000997,8CC9220JHM,HP EliteDesk 800 G4 DM 65W,Intel(R) Core(TM) i5-8600 CPU @ 3.10GHz,8 GB,10.16.109.139,80E8.2C11.A389,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 18:06:39
131,11,36G,10767,JVERANA,T-MOB1001012,8CC0250FK4,HP EliteDesk 800 G5 Desktop Mini,Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz,16 GB,10.16.81.60,BCE9.2F85.D164,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 18:06:52
132,11,35B,1285,405128,T-MOB1000936,4CE1290XS8,HP EliteDesk 800 G6 Small Form Factor PC,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,4 GB,10.16.81.61,0068.EBCC.AA16,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 18:07:00
133,11,35E,10328,405128,T-MOB1001168,8CC0250FJZ,HP EliteDesk 800 G5 Desktop Mini,Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz,16 GB,10.16.109.177,BCE9.2F85.D3B7,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 18:07:23
134,11,36F,10103,JVERANA,T-MOB1000165,1H4JMJ3,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,16 GB,10.16.82.56,C025.A58A.67CF,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 18:08:13
135,11,35G,10181,405128,T-MOB1000998X,8CC0250F9N,HP EliteDesk 800 G5 Desktop Mini,Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz,16 GB,10.16.109.27,BCE9.2F84.ACAB,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 18:08:20
136,11,35F,11643,405128,T-MOB1000376,90TSNJ3,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,16 GB,10.16.81.37,C025.A591.47A4,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 18:10:07
137,11,35D,10373,405128,T-MOB1000163,845JMJ3,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,16 GB,10.16.109.164,C025.A58A.6419,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 18:10:16
138,11,36A,11291,JP.ERMITA,T-MOB1000947,4CE1290XS5,HP EliteDesk 800 G6 Small Form Factor PC,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,16 GB,10.16.83.125,0068.EBCC.AB80,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2309,23.9.1.104,2024-03-12 18:10:57
139,11,36B,10187,JVERANA,T-MOB1000761,8CC9325F55,HP EliteDesk 800 G4 DM 65W,Intel(R) Core(TM) i5-8600 CPU @ 3.10GHz,8 GB,10.16.83.74,F8B4.6AAC.90DD,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 18:11:09
140,11,36G,10767,405128,T-MOB1001012,8CC0250FK4,HP EliteDesk 800 G5 Desktop Mini,Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz,16 GB,10.16.81.60,BCE9.2F85.D164,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 18:11:29
141,11,36C,11035,JVERANA,T-MOB1001369,4CE1290XWJ,HP EliteDesk 800 G6 Small Form Factor PC,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,16 GB,10.16.80.237,0068.EBCC.9A6D,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 18:12:25
142,11,36D,10002,JP.ERMITA,T-MOB1000062,8CC046065Z,HP EliteDesk 800 G5 Desktop Mini,Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz,16 GB,10.16.81.90,F80D.AC1C.F080,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 18:13:04
143,11,36F,10103,JP.ERMITA,T-MOB1000165,1H4JMJ3,OptiPlex 3080,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,16 GB,10.16.82.56,C025.A58A.67CF,Microsoft Windows 10 Enterprise,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-12 18:35:08
144,11,01A,11434,mlanoc,T-Mob1000011,4CE1290XP2,na,na,na,na,00-68-EB-CC-A9-C9,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:30
145,11,01B,10359,mlanoc,T-Mob1000213,6H4JMJ3,na,na,na,na,C0-25-A5-8A-67-8E,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
146,11,01C,11463,mlanoc,T-Mob1000028,4CE1290XY7,na,na,na,na,00-68-EB-CC-AB-78,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
147,11,01D,10221,mlanoc,T-Mob1001044,7T4JMJ3,na,na,na,na,C0-25-A5-91-4C-B8,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
148,11,01E,11430,mlanoc,T-Mob1000029,4CE1290XPV,na,na,na,na,00-68-EB-CC-B1-09,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
149,11,01F,11039,mlanoc,T-Mob100133,4CE1290XX0,na,na,na,na,00-68-EB-CC-9D-DA,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
150,11,01G,11433,mlanoc,T-Mob1000025,4CE1290XQD,na,na,na,na,00-68-EB-CC-AC-DE,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
151,11,02A,11437,mlanoc,T-MOB1000031,4CE1290XYD,na,na,na,na,00-68-EB-CC-AA-A9,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
152,11,02B,10076,mlanoc,T-Mob1000214X,9L4JMJ3,na,na,na,na,C0-25-A5-8A-68-39,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
153,11,02C,11449,mlanoc,T-MOB1000019,4CE1290XVF,na,na,na,na,00-68-EB-CC-A9-BA,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
154,11,02D,11447,mlanoc,T-MOB1000016,4CE1290XY1,na,na,na,na,00-68-EB-CC-AB-6A,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
155,11,02E,11140,mlanoc,T-MOB100147,4CE1290XQF,na,na,na,na,00-68-EB-CC-AE-E3,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
156,11,02F,11439,mlanoc,T-MOB1000015,4CE1290XYV,na,na,na,na,00-68-EB-CC-AD-97,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
157,11,02G,10115,mlanoc,T-Mob1000976,8CC0250FFS,na,na,na,na,BC-E9-2F-84-AE-2D,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
158,11,03B,10355,mlanoc,T-Mob1001159,8CC1112GNJ,na,na,na,na,6C-02-E0-9B-51-8C,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
159,11,03C,10307,mlanoc,T-Mob1000659,3M4JMJ3,na,na,na,na,C0-25-A5-88-F9-D7,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
160,11,03D,10382,mlanoc,T-Mob1000230,J34JMJ3,na,na,na,na,C0-25-A5-91-49-47,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
161,11,03E,10175,mlanoc,T-Mob1001290,8CC1112GM8,na,na,na,na,6C-02-E0-9B-51-F2,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
