id,Floor,Location,CiscoExt,Updateby,ComputerName,SerialNumber,PCModel,CPU,RAM,IPAddress,MACAddress,WindowsEdition,DisplayVersion,OSVersion,CitrixName,CitrixVersion,RecordedDateTime
162,11,03F,11053,mlanoc,T-Mob100122,4CE1290XZ2,na,na,na,na,00-68-EB-CC-9D-25,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
163,11,03G,10273,mlanoc,T-Mob1000228,C95JMJ3,na,na,na,na,C0-25-A5-88-E3-13,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
164,11,04A,10366,mlanoc,T-Mob1001292,8CC0250FB1,na,na,na,na,BC-E9-2F-84-AD-F6,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
165,11,04B,11645,mlanoc,T-MOB1000120,FB4JMJ3,na,na,na,na,C0-25-A5-91-43-38,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
166,11,04C,10172,mlanoc,T-Mob1001145,8CC0250FBN,na,na,na,na,BC-E9-2F-84-AD-E3,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
167,11,04D,11042,mlanoc,T-MOB100131,4CE1290XSS,na,na,na,na,00-68-EB-CC-4A-B7,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
168,11,04E,10213,mlanoc,T-MOB1000071,8CC0250FKJ,na,na,na,na,BC-E9-2F-85-D3-CB,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
169,11,04F,10365,mlanoc,T-MOB1000641,965JMJ3,na,na,na,na,C0-25-A5-8A-6E-5E,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
170,11,04G,10759,mlanoc,T-Mob1001143,8CC0460656,na,na,na,na,F8-0D-AC-2B-D4-EF,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
171,11,05A,11034,mlanoc,T-Mob100108,4CE1290Y22,na,na,na,na,00-68-EB-CC-B0-3A,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
172,11,05B,10069,mlanoc,T-Mob1000111,3F4JMJ3,na,na,na,na,C0-25-A5-91-47-85,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
173,11,05C,10216,mlanoc,T-Mob100159,4CE1290XWR,na,na,na,na,00-68-EB-CC-9A-78,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
174,11,05D,10313,mlanoc,T-Mob1000229,4W4JMJ3,na,na,na,na,C0-25-A5-8A-5E-10,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
175,11,05E,10319,mlanoc,T-Mob1000935,8CC0250FHH,na,na,na,na,BC-E9-2F-85-D5-D0,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
176,11,05F,10253,mlanoc,T-Mob1000235,4X4JMJ3,na,na,na,na,C0-25-A5-8A-6E-58,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
177,11,05G,10898,mlanoc,T-Mob1001291,8CC1112GQL,na,na,na,na,6C-02-E0-9B-45-99,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
178,11,06A,10386,mlanoc,T-Mob1000941,8CC0250FBY,na,na,na,na,BC-E9-2F-84-AD-ED,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
179,11,06B,10137,mlanoc,T-Mob1000167,5W4JMJ3,na,na,na,na,C0-25-A5-8A-5C-B8,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:31
180,11,06C,10762,mlanoc,T-Mob1000996,8CC9325F4P,na,na,na,na,F8-B4-6A-AC-93-86,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
181,11,06D,11644,mlanoc,T-Mob1000565,C7NWKJ3,na,na,na,na,C0-25-A5-8A-70-F9,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
182,11,06E,10768,mlanoc,T-Mob1000994,8CC9325F4T,na,na,na,na,F8-B4-6A-AC-92-06,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
183,11,06F,10766,mlanoc,T-Mob1000995,8CC9325F5F,na,na,na,na,F8-B4-6A-AC-91-38,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
184,11,06G,11650,mlanoc,T-Mob1000262,2C4JMJ3,na,na,na,na,C0-25-A5-91-43-50,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
185,11,07A,11779,mlanoc,T-MOB100159,TMOB1000942,na,na,na,na,BC-E9-2F-85-D3-B2,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
186,11,07B,11906,mlanoc,T-Mob1001275,8CC0250FBF,na,na,na,na,BC-E9-2F-84-AE-02,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
187,11,07C,10372,mlanoc,T-Mob1000177,G0TSNJ3,na,na,na,na,C0-25-A5-91-48-BA,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
188,11,07D,10267,mlanoc,T-MOB0443,D0K2SF3,na,na,na,na,A4-BB-6D-80-22-5D,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
189,11,07E,11207,mlanoc,T-Mob1001276,JPK2SF3,na,na,na,na,A4-BB-6D-83-93-08,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
190,11,07F,10374,mlanoc,T-Mob1001277,8CC0250FJY,na,na,na,na,BC-E9-2F-85-D3-B6,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
191,11,07G,10229,mlanoc,T-Mob1000276,5P4JMJ3,na,na,na,na,C0-25-A5-91-47-7D,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
192,11,08A,10255,mlanoc,T-Mob1000992,8CC0250FH9,na,na,na,na,BC-E9-2F-85-D3-AF,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
193,11,08B,11210,mlanoc,T-Mob1001298,2DK2SF3,na,na,na,na,A4-BB-6D-80-6A-72,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
194,11,08C,10233,mlanoc,T-Mob1001167,8CC0250FD7,na,na,na,na,BC-E9-2F-84-AE-A4,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
195,11,08D,11288,mlanoc,T-Mob1000004,4CE1290XX4,na,na,na,na,00-68-EB-CC-9C-9A,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
196,11,08E,10236,mlanoc,T-Mob1001293,8CC0250FK9,na,na,na,na,BC-E9-2F-85-D3-D1,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
197,11,08F,10800,mlanoc,T-MOB1000170,974JMJ3,na,na,na,na,C0-25-A5-91-4C-5E,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
198,11,08G,10234,mlanoc,T-MOB151,8CC0250FJ4,na,na,na,na,BC-E9-2F-85-D5-CF,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
199,11,09A,11293,mlanoc,T-Mob1001297,4CE1290XTV,na,na,na,na,00-68-EB-CC-AD-37,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
200,11,09B,10811,mlanoc,T-Mob1001294,8CC9220JHV,na,na,na,na,80-E8-2C-11-A6-F1,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
201,11,09C,10230,mlanoc,T-Mob1001296,8CC0250FB6,na,na,na,na,BC-E9-2F-84-AD-FE,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
202,11,09D,11593,mlanoc,T-MOB1000113,FT4JMJ3,na,na,na,na,C0-25-A5-91-46-99,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
203,11,09E,10231,mlanoc,T-Mob1001295,8CC0250FCT,na,na,na,na,BC-E9-2F-85-D3-FF,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
204,11,09F,10331,mlanoc,T-Mob1000189X,CV4JMJ3,na,na,na,na,C0-25-A5-8A-63-54,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
205,11,09G,10244,mlanoc,T-Mob1001169,8CC0250FKK,na,na,na,na,BC-E9-2F-85-D3-C6,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
206,11,10A,11452,mlanoc,T-Mob1000022,4CE1290XQY,na,na,na,na,00-68-EB-CC-AD-87,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
207,11,10B,10334,mlanoc,T-Mob1000023,4CE1290XXK,na,na,na,na,00-68-EB-CC-9B-83,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
208,11,10C,10204,mlanoc,T-Mob100058,4CE1290XSB,na,na,na,na,00-68-EB-CC-AA-2F,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
209,11,10D,10222,mlanoc,T-Mob1000898,4M7BZR3,na,na,na,na,00-BE-43-F6-F9-BF,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
210,11,10E,11046,mlanoc,T-Mob100129,4CE1290XP5,na,na,na,na,00-68-EB-CC-AC-FC,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
211,11,10F,10232,mlanoc,T-Mob1001302,8CC0250FD0,na,na,na,na,BC-E9-2F-85-D5-20,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
212,11,10G,10258,mlanoc,T-Mob1000180,BL4JMJ3,na,na,na,na,C0-25-A5-8A-67-89,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
213,11,11A,10745,mlanoc,T-Mob1001300,8CC046065L,na,na,na,na,F8-0D-AC-2B-D4-C5,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
214,11,11B,11033,mlanoc,T-Mob100125,4CE1290XSP,na,na,na,na,00-68-EB-CC-B0-FE,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
215,11,11C,10227,mlanoc,T-Mob1001301,8CC046062W,na,na,na,na,F8-0D-AC-2B-D3-7F,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
216,11,11D,11051,mlanoc,T-Mob100132,4CE1290XP7,na,na,na,na,00-68-EB-CC-AD-E9,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:32
217,11,11E,11231,mlanoc,T-MOB100053,4CE1290XZ5,na,na,na,na,C0-25-A5-8A-6C-F3,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
218,11,11F,11024,mlanoc,T-Mob1000183,654JMJ3,na,na,na,na,C0-25-A5-91-4D-13,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
219,11,11G,10206,mlanoc,T-Mob1001303,8CC0250FLB,na,na,na,na,BC-E9-2F-86-71-63,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
220,11,12A,10149,mlanoc,T-Mob1001307,8CC046065X,na,na,na,na,F8-0D-AC-1C-EF-A5,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
221,11,12B,11041,mlanoc,T-Mob100118,4CE1290XVJ,na,na,na,na,00-68-EB-CC-9C-1A,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
222,11,12C,11299,mlanoc,T-Mob100077,4CE1290XZ9,na,na,na,na,00-68-EB-CC-AB-95,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
223,11,12D,11031,mlanoc,T-Mob100119,4CE1290XS3,na,na,na,na,00-68-EB-CC-A9-9C,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
224,11,12E,10196,mlanoc,T-Mob1000603,8CC0250FFT,na,na,na,na,BC-E9-2F-84-AE-31,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
225,11,12F,11819,mlanoc,T-Mob1000176,4G4JMJ3,na,na,na,na,C0-25-A5-88-FA-E7,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
226,11,12G,10198,mlanoc,T-Mob1001305,8CC0250FLH,na,na,na,na,BC-E9-2F-86-81-1B,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
227,11,13A,11280,mlanoc,T-Mob1000224,885JMJ3,na,na,na,na,C0-25-A5-8A-70-5B,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
228,11,13B,11021,mlanoc,T-Mob1001308,4CE1290XNX,na,na,na,na,00-68-EB-CC-AA-00,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
229,11,13C,10035,mlanoc,T-Mob1001306,8CC0250FJD,na,na,na,na,BC-E9-2F-85-D5-DD,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
230,11,13D,11058,mlanoc,T-Mob100103,4CE1290XWH,na,na,na,na,00-68-EB-CC-9C-CB,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
231,11,13E,11094,mlanoc,T-Mob100151,4CE1290XZT,na,na,na,na,00-68-EB-CC-A9-4D,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
232,11,13F,10309,mlanoc,T-Mob1000187,264JMJ3,na,na,na,na,C0-25-A5-91-45-F3,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
233,11,13G,10179,mlanoc,T-Mob1001009,8CC1112GMC,na,na,na,na,6C-02-E0-9B-45-E5,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
234,11,14A,10235,mlanoc,T-Mob1000217X,CF4JMJ3,na,na,na,na,C0-25-A5-8A-67-75,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
235,11,14B,10870,mlanoc,T-Mob1001309,8CC0250FGH,na,na,na,na,BC-E9-2F-84-AE-1B,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
236,11,14C,11138,mlanoc,T-Mob1000933,4CE1290XSF,na,na,na,na,00-68-EB-CC-4A-C4,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
237,11,14D,10125,mlanoc,T-Mob1001310,8CC0250F9S,na,na,na,na,BC-E9-2F-85-D5-0C,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
238,11,14E,10339,mlanoc,T-Mob1001050,8CC0250FKR,na,na,na,na,BC-E9-2F-85-D3-C2,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
239,11,14F,10371,mlanoc,T-Mob1001312,8CC0250FCX,na,na,na,na,BC-E9-2F-85-D5-0E,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
240,11,14G,11099,mlanoc,T-Mob100072,4CE1290XNR,na,na,na,na,00-68-EB-CC-AD-4E,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
241,11,15A,10285,mlanoc,T-Mob1000156,1V4JMJ3,na,na,na,na,C0-25-A5-8A-5C-BC,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
242,11,15B,10325,mlanoc,T-Mob1000239,HX4JMJ3,na,na,na,na,C0-25-A5-8A-5D-EA,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
243,11,15C,10289,mlanoc,T-Mob1000232,174JMJ3,na,na,na,na,C0-25-A5-91-44-C5,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
244,11,15D,10882,mlanoc,T-Mob1001311,8CC1112GP6,na,na,na,na,6C-02-E0-9B-53-93,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
245,11,15E,11081,mlanoc,T-Mob100079,4CE1290XTP,na,na,na,na,00-68-EB-CC-AD-70,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
246,11,15F,11948,mlanoc,T-Mob1000990,8CC9220JHS,na,na,na,na,80-E8-2C-11-A6-F4,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
247,11,15G,11144,mlanoc,T-Mob100136,4CE1290XSW,na,na,na,na,00-68-EB-CC-9A-A2,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
248,11,16A,10356,mlanoc,T-Mob1000756,8CC1112GPH,na,na,na,na,6C-02-E0-9B-53-D0,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
249,11,16B,11490,mlanoc,T-Mob1000236,81TSNJ3,na,na,na,na,C0-25-A5-91-48-5D,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
250,11,16C,10028,mlanoc,T-Mob1001248,8CC91752G8,na,na,na,na,C4-65-16-B1-48-FE,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
251,11,16D,10284,mlanoc,T-Mob1000117,3Q4JMJ3,na,na,na,na,C0-25-A5-91-4D-34,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
252,11,16E,10252,mlanoc,T-Mob1001314,8CC0250FLM,na,na,na,na,BC-E9-2F-85-D8-64,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
253,11,16F,10176,mlanoc,T-Mob1001313,8CC0250FCJ,na,na,na,na,BC-E9-2F-85-D5-30,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
254,11,16G,11813,mlanoc,T-Mob1000914,6CR4160WNC,na,na,na,na,A0-D3-C1-17-A2-56,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
255,11,17A,11082,mlanoc,T-MOB100153,4CE1290Y0G,na,na,na,na,00-68-EB-CC-9B-87,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
256,11,17B,10012,mlanoc,T-Mob1001181,8CC91752G9,na,na,na,na,C4-65-16-B1-4A-93,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
257,11,17C,11491,mlanoc,T-Mob1000240,JH4JMJ3,na,na,na,na,C0-25-A5-8A-69-AD,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
258,11,17D,11133,mlanoc,T-Mob100078X,4CE1290XSZ,na,na,na,na,00-68-EB-CC-AB-98,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:33
259,11,17E,11196,mlanoc,T-Mob100004,4CE1290XVW,na,na,na,na,00-68-EB-CC-9D-0F,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
260,11,17F,10256,mlanoc,T-Mob1001183,8CC0250FKV,na,na,na,na,BC-E9-2F-86-81-07,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
261,11,17G,10294,mlanoc,T-Mob1001182,8CC9220JJ6,na,na,na,na,80-E8-2C-11-A7-5C,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
262,11,18A,10025,mlanoc,T-Mob1000949,8CC91752GK,na,na,na,na,C4-65-16-B1-48-FD,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
263,11,18B,10021,mlanoc,T-Mob1000447,B64JMJ3,na,na,na,na,C0-25-A5-91-45-EE,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
264,11,18C,11199,mlanoc,T-Mob100138,4CE1290XNW,na,na,na,na,00-68-EB-CC-AD-2F,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
265,11,18D,10029,mlanoc,T-Mob1000395,355JMJ3,na,na,na,na,C0-25-A5-8A-65-91,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
266,11,18E,11995,mlanoc,T-Mob1000227,CL4JMJ3,na,na,na,na,C0-25-A5-8A-67-73,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
267,11,18F,10091,mlanoc,T-Mob1000278,F35JMJ3,na,na,na,na,C0-25-A5-91-46-FB,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
268,11,18G,11201,mlanoc,T-Mob100089,4CE1290Y0D,na,na,na,na,00-68-EB-CC-9B-FF,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
269,11,19A,10753,mlanoc,T-Mob1000979,8CC9220JGM,na,na,na,na,80-E8-2C-11-A5-C4,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
270,11,19B,11996,mlanoc,T-Mob1000175,3V4JMJ3,na,na,na,na,C0-25-A5-8A-63-BB,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
271,11,19C,10138,mlanoc,T-Mob1001185,8CC9220JHR,na,na,na,na,80-E8-2C-11-A6-EF,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
272,11,19D,10220,mlanoc,T-Mob1000114,21TSNJ3,na,na,na,na,C0-25-A5-91-48-31,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
273,11,19E,10752,mlanoc,T-Mob1000948,8CC9220JGP,na,na,na,na,80-E8-2C-11-A3-9A,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
274,11,19F,11093,mlanoc,T-Mob100056,4CE1290XZ3,na,na,na,na,00-68-EB-CC-AA-E6,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
275,11,19G,11156,mlanoc,T-Mob100141,4CE1290Y16,na,na,na,na,00-68-EB-CC-B0-70,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
276,11,20A,11934,mlanoc,T-Mob1001187,F0K2SF3,na,na,na,na,A4-BB-6D-80-69-11,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
