id,Floor,Location,CiscoExt,Updateby,ComputerName,SerialNumber,PCModel,CPU,RAM,IPAddress,MACAddress,WindowsEdition,DisplayVersion,OSVersion,CitrixName,CitrixVersion,RecordedDateTime
277,11,20B,11800,mlanoc,T-Mob1000331,544JMJ3,na,na,na,na,C0-25-A5-91-4D-12,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
278,11,20C,11856,mlanoc,T-Mob1001186,8CC0250FCH,na,na,na,na,BC-E9-2F-85-D5-31,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
279,11,20D,11802,mlanoc,T-Mob1000332,G44JMJ3,na,na,na,na,C0-25-A5-91-42-FC,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
280,11,20E,11799,mlanoc,T-Mob1001357,9G4JMJ3,na,na,na,na,C0-25-A5-8A-67-E7,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
281,11,20F,11874,mlanoc,T-Mob1000978,8CC0250FCY,na,na,na,na,BC-E9-2F-85-D5-0F,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
282,11,20G,11693,mlanoc,T-Mob1000385,5L4JMJ3,na,na,na,na,C0-25-A5-8A-67-79,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
283,11,21A,11182,mlanoc,T-Mob1001358,J2K2SF3,na,na,na,na,A4-BB-6D-80-6A-DE,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
284,11,21B,11263,mlanoc,T-Mob1001188,C5K2SF3,na,na,na,na,A4-BB-6D-80-79-26,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
285,11,21C,10156,mlanoc,T-Mob1000129,1R4JMJ3,na,na,na,na,C0-25-A5-91-48-DE,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
286,11,21D,11279,mlanoc,T-Mob1001356,9DK2SF3,na,na,na,na,A4-BB-6D-80-69-DB,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
287,11,21E,11205,mlanoc,T-Mob1001355,HFK2SF3,na,na,na,na,A4-BB-6D-80-7B-DC,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
288,11,21F,11849,mlanoc,T-Mob1000326,D55JMJ3,na,na,na,na,C0-25-A5-8A-6D-A8,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
289,11,21G,11427,mlanoc,T-Mob1000056,4CE1290XY3,na,na,na,na,00-68-EB-CC-B0-5E,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
290,11,22A,11858,mlanoc,T-Mob1001246,8CC0250FGD,na,na,na,na,BC-E9-2F-84-AE-15,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
291,11,22B,10241,mlanoc,T-Mob1000103,8R4JMJ3,na,na,na,na,C0-25-A5-91-46-A9,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
292,11,22C,11554,mlanoc,T-Mob1000562,F84JMJ3,na,na,na,na,C0-25-A5-91-49-6E,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
293,11,22D,11997,mlanoc,T-Mob1000196,FG4JMJ3,na,na,na,na,C0-25-A5-8A-67-B1,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
294,11,22E,11176,mlanoc,T-Mob1001423,J1K2SF3,na,na,na,na,A4-BB-6D-80-68-23,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
295,11,22F,11829,mlanoc,T-Mob1000525,GT3JMJ3,na,na,na,na,C0-25-A5-91-42-B0,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
296,11,22G,11808,mlanoc,T-Mob1001354,4FK2SF3,na,na,na,na,A4-BB-6D-80-67-C3,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
297,11,23A,11859,mlanoc,T-MOB1000512,6S4JMJ3,na,na,na,na,C0-25-A5-91-44-C6,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
298,11,23B,11777,mlanoc,T-MOB1000510,JT3JMJ3,na,na,na,na,C0-25-A5-91-45-F1,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
299,11,23C,10207,mlanoc,T-MOB1000061,8CC0250FDK,na,na,na,na,BC-E9-2F-84-AE-85,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
300,11,23D,11159,mlanoc,T-MOB1000951,4CE1290XS0,na,na,na,na,00-68-EB-CC-AD-35,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
301,11,23E,11721,mlanoc,T-MOB1000088,1B4JMJ3,na,na,na,na,C0-25-A5-91-45-F6,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:34
302,11,23F,11738,mlanoc,T-MOB1000501,9W4JMJ3,na,na,na,na,C0-25-A5-8A-5C-B0,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
303,11,23G,11751,mlanoc,T-Mob1000431,CT4JMJ3,na,na,na,na,C0-25-A5-91-46-9B,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
304,11,24A,11841,mlanoc,T-MOB1000336,9K4JMJ3,na,na,na,na,C0-25-A5-91-4A-65,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
305,11,24B,10275,mlanoc,T-MOB1001189,8CC0250FGQ,na,na,na,na,BC-E9-2F-85-D5-16,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
306,11,24C,11488,mlanoc,T-MOB1000198,G84JMJ3,na,na,na,na,C0-25-A5-91-4D-00,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
307,11,24D,10154,mlanoc,T-MOB1001190X,8CC0250FFY,na,na,na,na,BC-E9-2F-84-AE-2F,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
308,11,24E,11284,mlanoc,T-MOB100137,4CE1290XW4,na,na,na,na,00-68-EB-CC-9C-EF,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
309,11,24F,10205,mlanoc,T-Mob1001415,8CC9220JH8,na,na,na,na,80-E8-2C-11-A6-51,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
310,11,24G,10336,mlanoc,T-MOB1000918,8CC0250FDC,na,na,na,na,BC-E9-2F-84-AE-A8,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
311,11,25A,11973,mlanoc,T-MOB1000505,80TSNJ3,na,na,na,na,C0-25-A5-91-47-E1,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
312,11,25B,11911,mlanoc,T-MOB1000616,8CC0250FGW,na,na,na,na,BC-E9-2F-85-D5-14,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
313,11,25C,10146,mlanoc,T-Mob1000835,C08BZR3,na,na,na,na,00-BE-43-F6-F5-BF,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
314,11,25D,11494,mlanoc,T-MOB100139,4CE1290XQ4,na,na,na,na,00-68-EB-CC-AE-F6,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
315,11,25E,11290,mlanoc,T-MOB1000449,92TSNJ3,na,na,na,na,C0-25-A5-91-49-84,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
316,11,25F,10269,mlanoc,T-MOB1000381,7L4JMJ3,na,na,na,na,C0-25-A5-8A-6A-46,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
317,11,25G,11970,mlanoc,T-MOB1001315,4CE1290XP1,na,na,na,na,00-68-EB-CC-A9-E8,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
318,11,26A,11059,mlanoc,T-MOB1000076,4M4JMJ3,na,na,na,na,C025.A58A.683B,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
319,11,26B,10126,mlanoc,T-MOB1001259,8CC9220JHD,na,na,na,na,80E8.2C11.A38B,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
320,11,26C,10742,mlanoc,T-MOB1000393,DN4JMJ3,na,na,na,na,C025.A591.4850,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
321,11,26D,10383,mlanoc,T-MOB1001173,8CC91752GW,na,na,na,na,C465.16B1.4A96,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
322,11,26E,10304,mlanoc,T-MOB1001260,244JMJ3,na,na,na,na,C025.A591.49BB,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
323,11,26F,na,mlanoc,na,na,na,na,na,na,na,na,22H2,10.0.19045,Citrix Workspace 2311,na,2024-03-13 14:16:35
324,11,26G,11029,mlanoc,T-MOB1000568,9Z4JMJ3,na,na,na,na,C025.A58A.5DF9,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
325,11,27A,11092,mlanoc,T-MOB1000045,4CE1290Y02,na,na,na,na,0068.EBCC.ADC9,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
326,11,27B,11454,mlanoc,T-MOB1000425,394JMJ3,na,na,na,na,C025.A591.41C4,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
327,11,27C,11101,mlanoc,T-MOB1000433,CK4JMJ3,na,na,na,na,C025.A591.4D0F,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
328,11,27D,10756,mlanoc,T-MOB1001172,8CC0250FHX,na,na,na,na,BCE9.2F85.D55D,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
329,11,27E,10251,mlanoc,T-MOB1000457,HC4JMJ3,na,na,na,na,C025.A591.46DA,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
330,11,27F,11890,mlanoc,T-MOB1000556,H85JMJ3,na,na,na,na,C025.A588.FA73,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
331,11,27G,10160,mlanoc,T-MOB1000034,4CE1290Y1R,na,na,na,na,0068.EBCC.A96B,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
332,11,28A,10080,mlanoc,T-MOB1000373,DL4JMJ3,na,na,na,na,C025.A58A.66D2,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
333,11,28B,11869,mlanoc,T-MOB1001299,8CC046064R,na,na,na,na,F80D.AC2B.48EC,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
334,11,28C,11443,mlanoc,T-MOB1000046,4CE1290XRM,na,na,na,na,0068.EBCC.A9A7,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
335,11,28D,11759,mlanoc,T-MOB1000132,345JMJ3,na,na,na,na,C025.A591.472B,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
336,11,28E,11985,mlanoc,T-MOB1000496,7N4JMJ3,na,na,na,na,C025.A591.47A5,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
337,11,28F,11062,mlanoc,T-MOB1000450,5H4JMJ3,na,na,na,na,C025.A58A.6562,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
338,11,28G,10113,mlanoc,T-MOB1000566,FT3JMJ3,na,na,na,na,C025.A591.4881,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
339,11,29A,11945,mlanoc,T-MOB1000045,8CC0250FDV,na,na,na,na,BCE9.2F86.716E,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
340,11,29B,10346,mlanoc,T-MOB1000425,4CE1290XZX,na,na,na,na,0068.EBCC.AB86,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
341,11,29C,10298,mlanoc,T-MOB1000433,8CC91752F8,na,na,na,na,C465.16B1.4A99,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
342,11,29D,11943,mlanoc,T-MOB1000490,B54JMJ3,na,na,na,na,C025.A591.4787,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
343,11,29E,10189,mlanoc,T-MOB1000533,245JMJ3,na,na,na,na,C025.A591.46A6,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
344,11,29F,10839,mlanoc,T-MOB1000529,5R4JMJ3,na,na,na,na,C025.A591.42FF,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
345,11,29G,10259,mlanoc,T-MOB1000365,8X4JMJ3,na,na,na,na,C025.A58A.6D67,Windows 10 10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
346,11,30A,11092,mlanoc,T-MOB1000208,955JMJ3,na,na,na,na,C0-25-A5-8A-64-07,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
347,11,30B,11454,mlanoc,T-MOB1000020,4CE1290XY9,na,na,na,na,00-68-EB-CC-A4-0F,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
348,11,30C,11101,mlanoc,T-Mob100134,4CE1290XPF,na,na,na,na,00-68-EB-CC-AD-7B,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
349,11,30D,11460,mlanoc,T-Mob1000057,4CE1290XY4,na,na,na,na,00-68-EB-CC-AE-5C,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:35
350,11,30E,	11462,mlanoc,T-Mob1000030,4CE1290XXF,na,na,na,na,00-68-EB-CC-9C-51,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
351,11,30F,10112,mlanoc,T-MOB1001208,8CC1112GM1,na,na,na,na,6C02.E09B.508B,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
352,11,30G,11067,mlanoc,T-Mob1000021,4CE1290XZF,na,na,na,na,00-68-EB-CC-AE-86,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
353,11,31A,11972,mlanoc,T-MOB1000216X,894JMJ3,na,na,na,na,C0-25-A5-91-4D-45,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
354,11,31B,10123,mlanoc,T-Mob1000974x,8CC1112GRV,na,na,na,na,6C-02-E0-9B-45-F6,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
355,11,31C,11714,mlanoc,T-MOB1000081,6G4JMJ3,na,na,na,na,C0-25-A5-8A-67-B8,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
356,11,31D,10886,mlanoc,T-MOB1000973X,8CC1112GNP,na,na,na,na,6C-02-E0-9B-52-CA,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
357,11,31E,11045,mlanoc,T-MOB100135,4CE1290XRP,na,na,na,na,00-68-EB-CC-A9-B5,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
358,11,31F,10340,mlanoc,T-MOB1000975,8CC1112GQN,na,na,na,na,6C-02-E0-9B-45-91,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
359,11,31G,11225,mlanoc,T-MOB100084,4CE1290XYK,na,na,na,na,00-68-EB-CC-AA-75,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
360,11,32A,10019,mlanoc,T-Mob1001004,8CC91752H0,na,na,na,na,C4-65-16-B1-4A-95,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
361,11,32B,10169,mlanoc,T-MOB1001148,8CC0250FJ9,na,na,na,na,BC-E9-2F-85-D5-CD,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
362,11,32C,10192,mlanoc,T-Mob1000215,8K4JMJ3,na,na,na,na,C0-25-A5-91-4C-67,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
363,11,32D,10192,mlanoc,T-MOB1001223,8CC91752FW,na,na,na,na,C4-65-16-B1-4B-61,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
364,11,32E,10032,mlanoc,T-Mob100150,4CE1290XP6,na,na,na,na,00-68-EB-CC-AE-D5,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
365,11,32F,11091,mlanoc,T-Mob1001146,8CC91752HD,na,na,na,na,C4-65-16-B1-48-07,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
366,11,32G,10010,mlanoc,T-Mob100142,4CE1290XXG,na,na,na,na,00-68-EB-CC-98-05,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
367,11,33A,11585,mlanoc,T-Mob1000115,HB4JMJ3,na,na,na,na,C0-25-A5-91-49-50,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
368,11,33B,11160,mlanoc,SPR300091,6CR4160W15,na,na,na,na,A0-D3-C1-1D-8A-13,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
369,11,33C,11087,mlanoc,T-Mob1001322,4CE1290XWY,na,na,na,na,00-68-EB-CC-9D-DE,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
370,11,33D,10883,mlanoc,T-Mob1001139,8CC1112GQ9,na,na,na,na,6C-02-E0-9B-45-A1,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
371,11,33E,11118,mlanoc,T-Mob100146,4CE1290XP0,na,na,na,na,00-68-EB-CC-96-E2,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
372,11,33F,11089,mlanoc,T-Mob100091,4CE1290Y1B,na,na,na,na,00-68-EB-CC-B0-D7,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
373,11,33G,10246,mlanoc,T-Mob1001147,8CC0250FJP,na,na,na,na,BC-E9-2F-85-D1-63,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
374,11,34A,10279,mlanoc,T-Mob1001324,8CC0250FC3,na,na,na,na,BC-E9-2F-84-AD-F2,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
375,11,34B,11736,mlanoc,T-Mob1000093,6F4JMJ3,na,na,na,na,C0-25-A5-88-FA-92,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
376,11,34C,10093,mlanoc,T-Mob1001002,8CC0250FK1,na,na,na,na,BC-E9-2F-85-D3-B5,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
377,11,34D,11119,mlanoc,T-Mob100071,4CE1290XQK,na,na,na,na,00-68-EB-CC-AF-22,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
378,11,34E,10266,mlanoc,T-Mob1000186,51TSNJ3,na,na,na,na,C0-25-A5-91-44-26,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
379,11,34F,na,mlanoc,T-Mob1000934,8CC91752GH,na,na,na,na,C4-65-16-B1-4A-88,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
380,11,34G,11037,mlanoc,T-Mob100102,4CE1290XSR,na,na,na,na,00-68-EB-CC-B1-26,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
381,11,35A,10363,mlanoc,T-Mob1000997,8CC9220JHM,na,na,na,na,80-E8-2C-11-A3-89,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
382,11,35B,11283,mlanoc,T-Mob1000936,4CE1290XS8,na,na,na,na,00-68-EB-CC-AA-16,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
383,11,35C,11203,mlanoc,T-Mob1001008,8CC91752GG,na,na,na,na,C4-65-16-B1-4A-89,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
384,11,35D,10373,mlanoc,T-Mob1000163,845JMJ3,na,na,na,na,C0-25-A5-8A-64-19,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
385,11,35E,10328,mlanoc,T-Mob1001168,8CC0250FJZ,na,na,na,na,BC-E9-2F-85-D3-B7,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
386,11,35F,11643,mlanoc,T-Mob1000376,90TSNJ3,na,na,na,na,C0-25-A5-91-47-A4,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
387,11,35G,10181,mlanoc,T-Mob1000998x,8CC0250F9N,na,na,na,na,BC-E9-2F-84-AC-AB,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
388,11,36A,11291,mlanoc,T-MOB1000947,4CE1290XS5,na,na,na,na,0068.EBCC.AB80,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
389,11,36B,10187,mlanoc,T-MOB1000761,8CC9325F55,na,na,na,na,F8B4.6AAC.90DD,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
390,11,36C,11035,mlanoc,T-MOB1001369,4CE1290XWJ,na,na,na,na,0068.EBCC.9A6D,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
391,11,36D,10002,mlanoc,T-MOB1000062,8CC046065Z,na,na,na,na,F80D.AC1C.F080,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
392,11,36E,11113,mlanoc,T-MOB100069,4CE1290Y1Q,na,na,na,na,00-68-EB-CC-9A6D,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
393,11,36F,10103,mlanoc,T-MOB1000165,1H4JMJ3,na,na,na,na,C025.A58A.67CF,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
394,11,36G,10767,mlanoc,T-MOB1001012,8CC0250FK4,na,na,na,na,BCE9.2F85.D164,Windows 10  10.0.19045,22H2,10.0.19045,Citrix Workspace 2311,23.11.1.140,2024-03-13 14:16:36
